Moneda,Descripción,Ranking,Capitalización de mercado,Capitalización de mercado - Divisa,"Direcciones ""In the money"" %","Direcciones ""At the money"" %","Direcciones ""Out of the money"" %",Direcciones de beneficios %,"Direcciones ""break-even"" (punto de equilibrio) %",Direcciones de pérdidas %
WMTX,World Mobile Token,327,124676206.00495,USD,,,,,,
XPR,XPR Network,328,120060333.56871842,USD,,,,,,
XVG,Verge,329,120408676.2158358,USD,,,,,,
STPT,STP,330,119208275.18965413,USD,,,,,,
HT,Huobi Token,331,124954128.98723999,USD,1.8094810826977719,1.173919545386571,97.01659937191566,9.329669508000599,1.1365335726035593,89.53379691939585
ACS,Access Protocol,332,117896718.84171845,USD,,,,,,
UFD,Unicorn Fart Dust,333,122101000,USD,,,,,,
WILD,Wilder World,334,121017495.97331469,USD,,,,,,
CVC,Civic,335,120150000,USD,22.18637814945324,1.8826409912816187,75.93098085926513,27.682101675848266,1.5170314490380004,70.80086687511373
IQ,IQ,336,119036941.01607254,USD,,,,,,
BIGTIME,Big Time,337,117274866.25198814,USD,,,,,,
STRAX,Stratis [New],338,118385350.58482647,USD,,,,,,
BORA,BORA,339,112806856.25,USD,,,,,,
PEPECOIN,PepeCoin,340,117731833.85465755,USD,,,,,,
BITCOIN,HarryPotterObamaSonic10Inu (ERC-20),341,116386503.22355,USD,,,,,,
LQTY,Liquity,342,114253788.54344738,USD,19.42287193543475,5.063194761687224,75.51393330287802,22.54454088624943,4.141921729861428,73.31353738388914
BLAST,Blast,343,113065055.23732881,USD,,,,,,
SCR,Scroll,344,115086800,USD,,,,,,
AGI,Delysium,345,112999882.06229447,USD,,,,,,
IOST,IOST,346,111496633.5,USD,,,,,,
CETUS,Cetus Protocol,347,111719208.86909696,USD,,,,,,
PEOPLE,ConstitutionDAO,348,110351474.9951376,USD,,,,,,
CHR,Chromia,349,111143751.69012892,USD,,,,,,
ONG,Ontology Gas,350,108199538.90251838,USD,,,,,,
MVL,MVL,351,108077102.5017717,USD,88.67358312612535,2.7008488382062934,8.625568035668353,88.94795507159394,2.4436251393295034,8.608419789076567
YGG,Yield Guild Games,352,108432120.64211091,USD,7.728832682995628,2.590381270274082,89.68078604673029,12.745051948662498,2.2330873019604156,85.02186074937708
KEEP,Keep Network,353,108516610.41443175,USD,5.967581273204745,6.203024540432853,87.82939418636239,14.588427057864712,5.732138005976637,79.67943493615866
RLC,iExec RLC,354,108045429.49700965,USD,47.60754591263066,5.238828967642527,47.15362511972682,48.19056344480073,4.28934327239412,47.52009328280515
SYRUP,Maple Finance,355,107686927.7743688,USD,,,,,,
DOGS,DOGS,356,106109445,USD,,,,,,
EURC,EURC,357,105219770.66369392,USD,,,,,,
BTG,Bitcoin Gold,358,88468082.22511572,USD,,,,,,
AL,ArchLoot,359,105207514.48410657,USD,,,,,,
CFG,Centrifuge,360,103371052.22125001,USD,,,,,,
XRD,Radix,361,105383061.2710179,USD,,,,,,
PIXEL,Pixels,362,101971293.05318299,USD,,,,,,
CELR,Celer Network,363,101693092.37747774,USD,21.96478220574606,3.741280913126189,74.29393688112775,25.652407199648795,3.1705770450221937,71.17701575532901
SLP,Smooth Love Potion,364,101994875.57589339,USD,3.03802245494858,2.2187627763625497,94.74321476868887,7.392206811963392,2.1448564329968236,90.46293675503978
VANRY,Vanar Chain,365,101182511.29552276,USD,,,,,,
DF,dForce,366,102697414.8893792,USD,29.270680372001955,8.516886930983848,62.212432697014194,34.06754772393539,6.510034263338229,59.42241801272638
LOFI,LOFI,367,94880000,USD,,,,,,
BB,BounceBit,368,100798305.61643836,USD,,,,,,
DKA,dKargo,369,97107733.34024,USD,,,,,,
TRB,Tellor,370,98211501.594,USD,17.047708529074015,2.4428437206388978,80.5094477502871,21.2861467794133,2.2340536590458293,76.47979956154087
ERG,Ergo,371,99240060.4272,USD,,,,,,
APU,Apu Apustaja,372,98955097.28279828,USD,,,,,,
BANANA,Banana Gun,373,99251472.50152102,USD,,,,,,
OXT,Orchid,374,96145723.85116068,USD,12.80483796752777,2.1735796139266856,85.02158241854553,21.477245338416708,2.06621529831942,76.45653936326387
OMNI,Omni Network,375,95853204.934506,USD,,,,,,
PUNDIX,Pundi X (New),376,95628981.1932385,USD,,,,,,
DENT,Dent,377,95376999.99999994,USD,25.65948678630472,3.272875386347845,71.06763782734744,27.66370366820807,2.9230658648201837,69.41323046697175
ORBS,Orbs,378,94866526.295208,USD,34.447513812154696,1.5331491712707181,64.01933701657458,36.16022099447514,1.1325966850828728,62.70718232044199
MLK,MiL.k,379,98264613.32569256,USD,,,,,,
JOE,JOE,380,94603674.75072001,USD,4.142536571071647,5.214414053162039,90.64304937576631,10.385644553088781,4.207311900924591,85.40704354598662
SAGA,Saga,381,94228332.14746,USD,,,,,,
CTSI,Cartesi,382,94422236.66030082,USD,13.03657362848893,1.2656400384985562,85.69778633301252,16.785370548604426,1.2030798845043311,82.01154956689123
AGLD,Adventure Gold,383,93506446.2095,USD,57.7330754352031,12.402321083172147,29.86460348162476,60.59574468085106,11.288201160541586,28.11605415860735
PRO,Propy,384,93228000,USD,28.2701948421107,6.207039123468913,65.52276603442039,29.54674660189157,5.509328647475321,64.9439247506331
XVS,Venus,385,93046599.97846545,USD,,,,,,
FWOG,FWOG,386,86230552.829952,USD,,,,,,
AI,Sleepless AI,387,92430250,USD,,,,,,
NOS,Nosana,388,94250533.9075,USD,,,,,,
OAS,Oasys,389,91562462.20431072,USD,,,,,,
LON,Tokenlon Network Token,390,89866263.5822978,USD,4.21899128813263,0.22143876926662975,95.55956994260075,20.343230092363278,0.1515107368666414,79.50525917077009
ANDY,ANDY (ETH),391,97597000,USD,,,,,,
ASM,Assemble Protocol,392,88952154.6486,USD,,,,,,
NMR,Numeraire,393,90407787.40457995,USD,29.854413824081167,2.066213966760906,68.07937220915792,36.206304330594236,1.7544323196026106,62.03926334980315
MED,MediBloc,394,89431417.0897308,USD,,,,,,
FUEL,Fuel Network,395,89845030.72082809,USD,,,,,,
C98,Coin98,396,88095181.225393,USD,,,,,,
MIGGLES,Mr Miggles,397,85702902.695229,USD,,,,,,
CARV,CARV,398,88034518.23245,USD,,,,,,
XYM,Symbol,399,87063274.59474204,USD,,,,,,
STEEM,Steem,400,86548831.14269798,USD,,,,,,
GAME,GameBuild,401,87997840.40771325,USD,,,,,,
SFUND,Seedify.fund,402,86798121.23586214,USD,,,,,,
ALU,Altura,403,86379480,USD,,,,,,
ORAI,Oraichain,404,83448147.42,USD,,,,,,
PYR,Vulcan Forged PYR,405,83497810.28710167,USD,,,,,,
KNC,Kyber Network Crystal v2,406,83427615.86284144,USD,5.55570138597228,0.9843553128937421,93.45994330113398,16.03580428391432,0.622112557748845,83.34208315833683
BTRST,Braintrust,407,83291533.04601999,USD,10.0104821802935,1.4150943396226416,88.57442348008385,11.084905660377359,1.3102725366876309,87.604821802935
API3,API3,408,82870034.7042,USD,0.1527989998610918,1.347409362411446,98.49979163772747,9.890262536463398,1.2316525443348614,88.87808491920174
AURORA,Aurora,409,81500744.39291,USD,,,,,,
MOODENG,Moo Deng,410,81513287.31314662,USD,,,,,,
USDP,Pax Dollar,411,81299651.54204437,USD,86.51062317647938,7.200568564374953,6.288808259145657,85.9514101892721,5.938131218672852,8.110458592055062
CAT,Simon's Cat,412,80148286.56229222,USD,,,,,,
OMI,ECOMI,413,81955231.8723445,USD,,,,,,
MTL,Metal DAO,414,79680310.1073,USD,,,,,,
PROM,Prom,415,79276175,USD,,,,,,
ARK,Ark,416,79250292.34688,USD,,,,,,
COOKIE,Cookie DAO,417,81815766.8328,USD,,,,,,
ALI,Artificial Liquid Intelligence,418,87148019.366008,USD,,,,,,
GME,GameStop,419,80758260.9885051,USD,,,,,,
OX,OX Coin,420,78870662.69856,USD,,,,,,
WIN,WINkLink,421,77881383.2182004,USD,,,,,,
SCRT,Secret,422,77958689.38441306,USD,,,,,,
BADGER,Badger DAO,423,75841567.05104783,USD,11.127106741573034,1.8504213483146066,87.02247191011236,15.540730337078651,1.4712078651685394,82.9880617977528
ZRC,Zircuit,424,80474735.652096,USD,,,,,,
MAGIC,Treasure,425,75199195.75833738,USD,,,,,,
ACA,Acala Token,426,74545332.90735999,USD,,,,,,
LUMIA,Lumia,427,74471822.09061797,USD,,,,,,
VELO,Velodrome Finance,428,74271424.5476617,USD,,,,,,
PONKE,Ponke,429,74859584.4535,USD,,,,,,
SDEX,SmarDex,430,74297332.9331374,USD,,,,,,
MOVR,Moonriver,431,74466919.43640001,USD,,,,,,
NMT,NetMind Token,432,73991860.096,USD,,,,,,
CTK,Shentu,433,72457889.41341999,USD,,,,,,
BONE,Bone ShibaSwap,434,74223856.04807818,USD,19.95155178736124,0.18779238385207736,79.86065582878669,24.88193526163146,0.27668818685897795,74.84137655150957
REQ,Request,435,71260216.0022071,USD,40.99607635462051,1.6248224731001613,57.37910117227932,41.140505018896086,1.473172375610813,57.3863226054931
ALPH,Alephium,436,73061408.84312904,USD,,,,,,
ARDR,Ardor,437,71722824.78985535,USD,,,,,,
SYN,Synapse,438,72300959.67459193,USD,1.881467544684854,1.5858083590915202,96.53272409622362,8.291896250503966,1.2767101196075796,90.43139362988846
BNX,BinaryX,439,71409960.6455266,USD,,,,,,
PORTAL,Portal,440,70127663.97615305,USD,,,,,,
RIO,Realio Network,441,71030645.5632819,USD,,,,,,
HIGH,Highstreet,442,70335389.61029895,USD,,,,,,
ZBCN,Zebec Network,443,67578832.73125532,USD,,,,,,
COREUM,Coreum,444,72664130.34432,USD,,,,,,
BEL,Bella Protocol,445,70308000,USD,34.75382705833678,6.702523789822093,58.54364915184112,35.829540752999584,5.17170045510964,58.99875879189077
ZEREBRO,Zerebro,446,65652233.759870075,USD,,,,,,
DEGEN,Degen,447,67466579.04628201,USD,,,,,,
BNT,Bancor,448,68920919.1585621,USD,16.12734864300626,1.975057685968575,81.89759367102516,22.692561257004726,1.5053290847159653,75.80210965827932
H2O,H2O DAO,449,67116225,USD,,,,,,
USTC,TerraClassicUSD,450,67798247.72479735,USD,,,,,,
NTRN,Neutron,451,66939867.77863549,USD,,,,,,
TON,Tokamak Network,452,67564064.7594,USD,,,,,,
CBK,Cobak Token,453,65524932.68041,USD,,,,,,
AUCTION,Bounce Token,454,65408451.5469,USD,,,,,,
CYBER,Cyber,455,64249248.3877,USD,,,,,,
DODO,DODO,456,64948277.57911195,USD,0,0.20229265003371544,99.79770734996627,7.363452461227242,0.24275118004045854,92.39379635873229
SOLV,Solv Protocol,457,64109106.6,USD,,,,,,
MOBILE,Helium Mobile,458,62748662.4,USD,,,,,,
HIFI,Hifi Finance,459,63973594.60556488,USD,,,,,,
CLV,CLV,460,62624601.645782,USD,,,,,,
QKC,QuarkChain,461,63079025.7124385,USD,33.671833244254415,4.660609299839658,61.66755745590593,34.90112239444147,3.8802779262426506,61.21859967931588
SWARMS,Swarms,462,62601050.32766,USD,,,,,,
SPA,Sperax,463,63737512.54618993,USD,,,,,,
DUSK,Dusk,464,62344874.91129318,USD,44.12886816447647,27.62823230182281,28.242899533700722,45.65493853327681,27.373887240356083,26.971174226367108
RIF,Rootstock Infrastructure Framework,465,61925000,USD,,,,,,
TRU,TrueFi,466,62102810.96003013,USD,8.09104502409038,3.289582987207177,88.61937198870244,12.086725369662735,2.824389433460708,85.08888519687656
ARPA,ARPA,467,61066107.04280966,USD,,,,,,
DAR,Mines of Dalarnia,468,60432428.563034,USD,,,,,,
WOLF,Landwolf 0x67,469,68322343.6440198,USD,,,,,,
MBX,MARBLEX,470,60919918.134460226,USD,,,,,,
SWEAT,Sweat Economy,471,60880655.34973254,USD,,,,,,
LOOM,Loom Network,472,61947177.53533935,USD,35.8576125155878,3.185579866228319,60.95680761818388,38.38567055889355,2.4260287949212107,59.18830064618524
FX,Function X,473,62495444.213860005,USD,,,,,,
AITECH,Solidus Ai Tech,474,59916067.947708,USD,,,,,,
HFT,Hashflow,475,61354922.88155686,USD,,,,,,
NCT,PolySwarm,476,59449839.65646,USD,,,,,,
CXT,Covalent X Token,477,59602622.940000005,USD,,,,,,
STG,Stargate Finance,478,59327616.12372341,USD,0.10081982436125335,1.355761322331591,98.54341885330714,4.207901090445995,1.3053514101509645,94.48674749940305
RARE,SuperRare,479,59702344.79380113,USD,6.415747744463683,2.1142805066982593,91.46997174883805,15.292080561377928,1.4945775995625628,83.21334183905951
NAKA,Nakamoto Games,480,57828741.78847506,USD,,,,,,
SEND,Suilend,481,59009713.659200005,USD,,,,,,
SYS,Syscoin,482,58859672.30536682,USD,,,,,,
STMX,StormX,483,58309353.17164834,USD,55.89320436755247,0.3589769157899985,43.74781871665753,58.17669641521663,0.3365408585531236,41.48676272623024
SPEC,Spectral,484,59169203.91500001,USD,,,,,,
BUZZ,Hive AI,485,59382110.6324,USD,,,,,,
AVA,AVA,486,57565658.63362,USD,,,,,,
TORN,Tornado Cash,487,58645494.41541888,USD,28.691619027073674,6.601229640815447,64.70715133211088,31.93830223276885,5.554956315392083,62.50674145183906
GUSD,Gemini Dollar,488,57765837.94473,USD,33.16155501075699,50.42277480362235,16.415670185620655,33.847000550357734,47.82108370440786,18.331915745234404
DIA,DIA,489,57997433.52048,USD,12.718898212331267,1.5596497628602701,85.72145202480847,20.147756293323603,1.4273987595767967,78.4248449470996
LIT,Litentry,490,57409898.62989,USD,,,,,,
SLERF,SLERF,491,58134738.3925,USD,,,,,,
TKO,Toko Token,492,57333370.987210624,USD,,,,,,
NFP,NFPrompt,493,57526543.97692731,USD,,,,,,
WNXM,Wrapped NXM,494,58524385.115329415,USD,63.10120240480962,5.661322645290581,31.237474949899802,58.692384769539075,4.509018036072145,36.798597194388776
MPL,Maple,495,59421906.1552999,USD,20.255253603256683,3.1356584882825396,76.60908790846078,25.41533722081637,2.629552205963252,71.95511057322037
OGN,Origin Protocol,496,56159946.932459995,USD,4.443715129635708,1.3193304890055793,94.23695438135871,7.535280603872661,1.1989935455639427,91.2657258505634
EUL,Euler,497,56979065.10780291,USD,11.41025641025641,13.247863247863249,75.34188034188034,24.23076923076923,10.085470085470085,65.68376068376068
DAO,DAO Maker,498,56963496.43545645,USD,,,,,,
XPLA,Xpla,499,58288310.48183867,USD,,,,,,
AZERO,Aleph Zero,500,54249499.68585,USD,,,,,,
RSS3,RSS3,501,55262176.5302,USD,,,,,,
HIPPO,sudeng,502,55723000,USD,,,,,,
PHB,Phoenix,503,54532740.39736,USD,,,,,,
PRQ,PARSIQ,504,56742879.32008,USD,,,,,,
SHDW,Shadow Token,505,51568447.34816012,USD,,,,,,
CATI,Catizen,506,53923476,USD,,,,,,
A8,Ancient8,507,53888959.69803599,USD,,,,,,
MERL,Merlin Chain,508,52622325,USD,,,,,,
QI,BENQI,509,51922714.349652596,USD,23.193363550842385,4.233301975540922,72.5733344736167,25.932894324239577,2.699620855782662,71.36748481997776
STRK,Strike,510,51858858.96683843,USD,,,,,,
MBL,MovieBloc,511,50826571.7548662,USD,36.068916725623204,9.442756669024927,54.488326605351865,36.9678305380998,8.398185525822964,54.633983936077236
FORTH,Ampleforth Governance Token,512,50938263.8663953,USD,7.3277310924369745,16.462184873949578,76.21008403361344,13.991596638655462,14.466386554621849,71.54201680672269
RAD,Radworks,513,50785319.13905757,USD,0.8486976880304361,0.9657594381035997,98.18554287386596,6.087211003804507,0.585308750365818,93.32748024582968
NKN,NKN,514,50910193.10089869,USD,24.591091742600035,30.465787537495046,44.94312071990492,25.728677344501673,30.177146414624485,44.09417624087384
ALICE,MyNeighborAlice,515,50647047.21808,USD,0.7509242144177449,2.05637707948244,97.1926987060998,4.066543438077634,1.929297597042514,94.00415896487985
MAV,Maverick Protocol,516,50034386.646438,USD,,,,,,
PIPPIN,pippin,517,49027816.292084,USD,,,,,,
META,Metadium,518,49290511.09576,USD,,,,,,
LMWR,LimeWire,519,48874558.594219945,USD,,,,,,
BFC,Bifrost,520,48022066.74844801,USD,,,,,,
RACA,RACA,521,48775319.971768826,USD,,,,,,
THE,Thena,522,49012430.02269788,USD,,,,,,
COQ,Coq Inu,523,48512778.599999994,USD,,,,,,
PUFFER,Puffer,524,47730175.749180004,USD,,,,,,
MODE,Mode,525,48562500.174825005,USD,,,,,,
LEVER,LeverFi,526,47492149.58244498,USD,,,,,,
MYRIA,Myria,527,47555151.4697112,USD,,,,,,
ACE,Fusionist,528,47259877.490040004,USD,,,,,,
PNG,Pangolin,529,47544380.96612,USD,14.799171616981852,2.1390811488364485,83.06174723418171,17.08539974930514,1.6649408687121912,81.24965938198267
LYX,LUKSO,530,46097004.588264,USD,,,,,,
DOGE,Department Of Government Efficiency,531,55546254.85609854,USD,,,,,,
MC,Merit Circle,532,46704764.769999996,USD,,,,,,
HOOK,Hooked Protocol,533,46948148.23991122,USD,,,,,,
ATA,Automata Network,534,46331212.31361857,USD,,,,,,
DEP,DEAPcoin,535,45887458.08683395,USD,,,,,,
GODS,Gods Unchained,536,45993062.698735386,USD,0.3179547076763351,0,99.68204529232366,7.71526831484005,0.12328856011939525,92.16144312504055
RARI,RARI,537,45596208.9975941,USD,6.174847019555822,3.406221917925457,90.41893106251872,14.763147759852796,2.627412383927425,82.60943985621978
TLOS,Telos,538,45808721.1373106,USD,,,,,,
ALPHA,Stella,539,45636345,USD,0.07849293563579278,0.5200156985871272,99.40149136577709,6.701334379905808,0.4513343799058085,92.84733124018838
F,SynFutures,540,45477319.15116,USD,,,,,,
X,X empire,541,44404950,USD,,,,,,
UQC,Uquid Coin,542,44887000,USD,83.59636537541846,6.312769010043041,10.090865614538497,83.33333333333334,6.169296987087518,10.49736967957915
MBOX,MOBOX,543,44904040.919599995,USD,,,,,,
ELA,Elastos,544,46068835.2075,USD,,,,,,
GEAR,Gearbox Protocol,545,44444000,USD,,,,,,
ICE,Ice Open Network,546,44221978.967099704,USD,,,,,,
GNS,Gains Network,547,44548039.17925642,USD,,,,,,
UTK,xMoney,548,43704944.952295,USD,27.734233065144043,0.5969374513366208,71.66882948351933,29.561380742278743,0.560602128211783,69.87801712950947
ETN,Electroneum,549,43770067.97654087,USD,0,0,100,0,0,100
AQT,Alpha Quark Token,550,44278482.811799996,USD,,,,,,
LAT,PlatON,551,43996197.83213227,USD,,,,,,
FCT2,FirmaChain,552,41117280.77002226,USD,,,,,,
CTXC,Cortex,553,42642144.8010675,USD,38.295183943237596,0.2867279000826165,61.41808815667979,38.38266025173738,0.23812995091607136,61.379209797346554
NYM,NYM,554,42794808.79646263,USD,,,,,,
BAKE,BakeryToken,555,42712173.438050486,USD,,,,,,
TLM,Alien Worlds,556,42630325.468328096,USD,0.2518045996306866,0,99.74819540036931,1.7458452241060938,0.08393486654356219,98.17021990935034
MAPO,MAP Protocol,557,42555305.71382336,USD,,,,,,
ZCX,Unizen,558,42719031.51008278,USD,,,,,,
AERGO,Aergo,559,42022229.621703476,USD,59.61827149903496,0.5146901136607335,39.86703838730431,59.16791764958182,0.47179927085567236,40.360283079562514
RDNT,Radiant Capital,560,41648949.376248,USD,0.0012033694344163659,0.06257521058965103,99.93622141997594,3.3598074608904933,0.03850782190132371,96.60168471720819
MONKY,Wise Monkey,561,38527100,USD,,,,,,
SD,Stader,562,42054226.78461446,USD,,,,,,
TT,ThunderCore,563,41151254.778250396,USD,,,,,,
TNSR,Tensor,564,41033750,USD,,,,,,
PRCL,Parcl,565,40967041.71063,USD,,,,,,
KUJI,Kujira,566,38285701.44998,USD,,,,,,
CHILLGUY,Just a chill guy,567,38629343.879031874,USD,,,,,,
SHIRO,Shiro Neko,568,40810000,USD,,,,,,
DEGO,Dego Finance,569,39187097.93635331,USD,,,,,,
FORT,Forta,570,39410621.2783,USD,,,,,,
ORDER,Orderly Network,571,40697871.76209,USD,,,,,,
NAVX,NAVI Protocol,572,38497375.32430007,USD,,,,,,
AVA,AVA (Travala),573,38586958.1711276,USD,,,,,,
VR,Victoria VR,574,37301969.97621476,USD,,,,,,
GRS,Groestlcoin,575,37672713.72219524,USD,,,,,,
REZ,Renzo,576,38324556.671883784,USD,,,,,,
GTC,Gitcoin,577,38915636.62195783,USD,,,,,,
GFI,Goldfinch,578,39577372.77408,USD,,,,,,
DNT,district0x,579,38900000,USD,20.87224269345313,4.020493665135531,75.10726364141134,30.048962697491294,3.339054060875271,66.61198324163344
EURT,Tether EURt,580,37009563.544512995,USD,,,,,,
LISTA,Lista DAO,581,37072363.58108132,USD,,,,,,
WOJAK,Wojak,582,37648594.01848565,USD,25.901857442562555,4.809906360333623,69.28823619710383,30.399631581640485,4.00143273806478,65.59893568029473
RETARDIO,RETARDIO,583,36419856.97992,USD,,,,,,
REI,REI Network,584,36903700,USD,,,,,,
SUNDOG,SUNDOG,585,37540916.768628,USD,,,,,,
ATR,Artrade,586,36342485.08781933,USD,,,,,,
BAN,Comedian,587,36481608.501897,USD,,,,,,
BOUNTY,BOUNTY,588,36468726.178316996,USD,,,,,,
ATLAS,Star Atlas,589,35828267.24554529,USD,,,,,,
MOC,Moss Coin,590,37062970.514384,USD,,,,,,
MLN,Enzyme,591,35918960.20520064,USD,14.712389380530974,1.7146017699115044,83.57300884955751,20.271017699115042,1.3689159292035398,78.36006637168141
CUSD,Celo Dollar,592,35507589.662399165,USD,,,,,,
LADYS,Milady Meme Coin,593,35153367.166096576,USD,,,,,,
VENOM,Venom,594,35374631.207169995,USD,,,,,,
DBR,DeBridge,595,35200718.792772,USD,,,,,,
WEN,Wen,596,35087600.52527907,USD,,,,,,
LTO,LTO Network,597,34858313.2314315,USD,,,,,,
GST,Green Satoshi Token (SOL),598,34201745.873010345,USD,,,,,,
OMG,OMG Network,599,35019275.941809654,USD,0.17351547011020954,0.18767682237929392,99.6388077075105,3.5292891001160918,0.18051833661689964,96.29019256326701
NS,Sui Name Service,600,34306095.45628715,USD,,,,,,
CCD,Concordium,601,33648667.91444433,USD,,,,,,
ERN,Ethernity Chain,602,34210060.166150056,USD,,,,,,
PERP,Perpetual Protocol,603,33719181.942616,USD,2.949186833709439,2.8480273908645244,94.20278577542604,12.294763053458874,2.5990195315539646,85.10621741498716
NGL,Entangle,604,32685349.696623,USD,,,,,,
SN,SpaceN,605,32828205,USD,,,,,,
GHX,GamerCoin,606,32048480.302425858,USD,11.359370810617571,1.2780409330592546,87.36258825632316,14.791312896594869,1.1350433461435339,84.07364375726159
FUN,FUNToken,607,32771408.378220953,USD,,,,,,
UOS,Ultra,608,32345564.060536336,USD,1.3413524314485816,4.566137775491631,94.09250979305979,5.571162901119772,4.0517548371780165,90.37708226170221
POKT,Pocket Network,609,31991834.282265,USD,,,,,,
QRL,Quantum Resistant Ledger,610,31404636.2042,USD,,,,,,
POLS,Polkastarter,611,32741162.732838806,USD,,,,,,
MOODENG,MOO DENG,612,32735387.84796296,USD,,,,,,
IDEX,IDEX,613,31662450.90609144,USD,26.285750929844813,1.9109914069513914,71.8032576632038,28.299345902270108,1.8340387328459666,69.86661536488393
ALCX,Alchemix,614,31848072.59899393,USD,1.3741747274681406,1.7887302318440041,96.83709504068786,6.725011515430677,1.527713803162905,91.74727468140642
GEL,Gelato,615,31931447.681103457,USD,0.08665511265164644,1.0109763142692085,98.90236857307914,9.7631426920855,0.7510109763142693,89.48584633160023
APX,APX,616,31340214.12021478,USD,,,,,,
BRISE,Bitgert,617,31275733.29,USD,,,,,,
ORN,Orion,618,31790163.405,USD,2.032721864154685,0,97.96727813584532,9.32077342588002,0.44620723847297966,90.233019335647
ARRR,Pirate Chain,619,31798408.099107336,USD,,,,,,
KARRAT,KARRAT,620,31558679.62472,USD,,,,,,
TOKEN,TokenFi,621,30813609.758457,USD,,,,,,
TRUMP,MAGA,622,32239943.28889,USD,,,,,,
VADER,VaderAI by Virtuals,623,32665147.320036,USD,,,,,,
GHST,Aavegotchi,624,30885420.04487352,USD,3.0290398777268304,3.5431429762401003,93.42781714603306,9.378907878282618,2.3204112824788106,88.30068083923858
BGSC,BugsCoin,625,30610710.000000004,USD,,,,,,
MOB,MobileCoin,626,30367062.21462,USD,,,,,,
AHT,AhaToken,627,30162673.71114091,USD,,,,,,
BOBO,BOBO,628,31340451.815795127,USD,,,,,,
EWT,Energy Web Token,629,30806175.9155,USD,,,,,,
XION,XION,630,29692277.1461,USD,,,,,,
SBD,Steem Dollars,631,30032396.935085997,USD,,,,,,
ALCH,Alchemist AI,632,29549400.000000004,USD,,,,,,
LOCUS,Locus Chain,633,30085924.71668247,USD,,,,,,
SWELL,Swell Network,634,29337901.890650794,USD,,,,,,
POLIS,Star Atlas DAO,635,29257804.525114533,USD,,,,,,
DEXT,DEXTools,636,29628808.533383194,USD,,,,,,
AMPL,Ampleforth,637,28902187.357920002,USD,45.904225518237844,12.493733966325598,41.602040515436556,37.94857429304396,7.735971456373663,54.31545425058238
ZKL,zkLink,638,29643784.53841,USD,,,,,,
BOBA,Boba Network,639,29239620.3819882,USD,8.671386922115785,3.431903373594335,87.89670970428988,10.295710120783006,3.206997084548105,86.4972927946689
DIMO,DIMO,640,28523057.34297241,USD,,,,,,
WAN,Wanchain,641,28896082.908812463,USD,95.78013707834968,0,4.219862921650316,95.8204542400215,0,4.179545759978497
VRTX,Vertex Protocol,642,28618851.847514726,USD,,,,,,
ALEX,ALEX Lab,643,28431638.957946695,USD,,,,,,
NULS,NULS,644,28743289.44515971,USD,4.618473895582329,0.5220883534136547,94.85943775100402,16.546184738955823,0.4417670682730923,83.01204819277108
HAI,Hacken Token,645,28793790.340272002,USD,,,,,,
SIGMA,SIGMA,646,28347049.588180702,USD,,,,,,
REKT,Rekt,647,28746555.740488157,USD,,,,,,
NUM,Numbers Protocol,648,28277989.334652003,USD,,,,,,
VIC,Viction,649,27667451.34042,USD,,,,,,
VRA,Verasity,650,28049417.8045692,USD,66.16915422885572,0.7654037504783774,33.065442020665905,66.33499170812604,0.7271335629544585,32.9378747289195
GRND,SuperWalk,651,29626006.5875562,USD,,,,,,
FLM,Flamingo,652,27561242.296179965,USD,,,,,,
FIS,StaFi,653,27267897.929289997,USD,,,,,,
KMD,Komodo,654,27245156.7504,USD,,,,,,
DATA,Streamr,655,27175357.969812,USD,,,,,,
WXT,Wirex Token,656,26774000,USD,,,,,,
SIDUS,SIDUS,657,27062718.99598116,USD,,,,,,
CORE,cVault.finance,658,26603600,USD,4.463243873978996,1.633605600933489,93.90315052508753,26.079346557759624,1.3127187864644108,72.60793465577596
MDT,Measurable Data Token,659,26539838.8976375,USD,68.18098012463587,0.6047420627604262,31.214277812603708,68.67141118772815,0.5678675467384491,30.76072126553339
XPRT,Persistence One,660,26274252.921676002,USD,,,,,,
MICHI,michi (SOL),661,25833157.37257074,USD,,,,,,
COS,Contentos,662,26427374.978902202,USD,56.13950108985226,1.8890772584160813,41.97142165173165,57.713732138532336,1.7679825623637686,40.5182852991039
TARA,Taraxa,663,26424981.157259997,USD,,,,,,
QUACK,RichQUACK.com,664,24915621.87369992,USD,,,,,,
OL,Open Loot,665,24813201.068807893,USD,,,,,,
TPT,TokenPocket,666,25555417.24428,USD,,,,,,
ROOT,The Root Network,667,26219281.37283,USD,,,,,,
BETA,Beta Finance,668,25581637.867457,USD,,,,,,
TET,Tectum,669,25037556.144098997,USD,,,,,,
SLND,Solend,670,24861674.783600736,USD,,,,,,
DADDY,Daddy Tate,671,24201711.036934517,USD,,,,,,
NPT,Neopin,672,24496411.514650002,USD,,,,,,
DIONE,Dione Protocol,673,24297317.497384004,USD,,,,,,
SUKU,Suku,674,24999790.32043828,USD,,,,,,
AIDOGE,ArbDoge AI,675,23729491.100991383,USD,,,,,,
WHY,WHY,676,23965620,USD,,,,,,
BOSON,Boson Protocol,677,24423948.11326431,USD,,,,,,
EVER,Everscale,678,23927543.481581997,USD,,,,,,
MATH,MATH,679,23732334.7232212,USD,,,,,,
MASA,Masa,680,23921614.072403997,USD,,,,,,
KIN,Kin,681,23549380.899499796,USD,,,,,,
