Moneda,Descripción,Ranking,Precio,Precio - Divisa,Capitalización de mercado,Capitalización de mercado - Divisa,Capitalización de mercado totalmente diluida,Capitalización de mercado totalmente diluida - Divisa,Oferta circulante,Oferta total,Volumen/Capitalización de mercado,Ratio valor de red/transacciones,Velocidad
AGLD,Adventure Gold,383,1.2071,USD,93320902.2071,USD,96568001.2071,USD,77310001,77310001,0.6168191743072662,49.148109862215605,0.0203466624210667
PRO,Propy,384,0.93293,USD,93293000,USD,93293000,USD,100000000,100000000,0.043953067548807526,208.98525667503782,0.004785026541632803
XVS,Venus,385,5.6176,USD,92782338.12109976,USD,168528000,USD,16516366.08535669,30000000,0.23757093963045475,,
FWOG,FWOG,386,0.087779,USD,85640293.45651199,USD,85640293.45651199,USD,975635328,975635328,0.5053971188360308,,
AI,Sleepless AI,387,0.35327,USD,92291787.5,USD,353270000,USD,261250000,1000000000,0.5628319898477249,,
NOS,Nosana,388,1.9556,USD,94255353.674,USD,195560000,USD,48197665,100000000,0.08582880150260026,,
OAS,Oasys,389,0.025139,USD,91507861.06997564,USD,251390000.00000003,USD,3640075622.3388214,10000000000,0.029480261559697258,,
LON,Tokenlon Network Token,390,0.76622,USD,89866263.5822978,USD,153244000,USD,117285196.9177231,140451028.83876702,0.006312322374103824,415.75616534968884,0.0024052559729545054
ANDY,ANDY (ETH),391,0.00009766,USD,97660000,USD,97660000,USD,1000000000000,1000000000000,0.06870238615911008,,
ASM,Assemble Protocol,392,0.05898,USD,88234074.6918,USD,88470000,USD,1495999910,1500000000,0.055435626731960876,,
NMR,Numeraire,393,11.4468,USD,90019298.62587166,USD,125914800,USD,7864145.31798159,10676290.77276413,0.35065918159098897,65.27932284819452,0.015318786353306326
MED,MediBloc,394,0.0093982,USD,89692912.4613382,USD,97149847.6274984,USD,9543626701,10337069612,0.04374127084227782,,
FUEL,Fuel Network,395,0.022695,USD,89884636.2005375,USD,227723056.7701015,USD,3960547970.9423885,10034062867.155827,0.0792739360124338,,
C98,Coin98,396,0.097535,USD,87862766.259535,USD,97535000,USD,900833201,1000000000,0.7146665768047414,,
MIGGLES,Mr Miggles,397,0.088475,USD,84703407.276225,USD,84826867.857,USD,957371091,958766520,0.1326577887933828,,
CARV,CARV,398,0.49356,USD,87769552.20444,USD,493560000,USD,177829549,1000000000,0.15062169500724135,,
XYM,Symbol,399,0.014227,USD,87124513.4458321,USD,128042999.985773,USD,6123885109.006263,8414551810.198926,0.01708613119374457,,
STEEM,Steem,400,0.17926,USD,86486111.10229132,USD,86486111.10229132,USD,482461849.282,482461849.282,0.6364282216607312,,
GAME,GameBuild,401,0.0052914,USD,88092735.6326265,USD,113339879.92116,USD,16648285072.5,21419639400,0.20487361347082073,,
SFUND,Seedify.fund,402,1.3421,USD,86733496.02460767,USD,134210000,USD,64625211.2544577,100000000,0.032415459943442276,,
ALU,Altura,403,0.087118,USD,86246820,USD,86246820,USD,990000000,990000000,0.6258806457961328,,
ORAI,Oraichain,404,6.0336,USD,83406676.32,USD,119340215.5392,USD,13823700,18014986.26,0.05165456231311892,,
PYR,Vulcan Forged PYR,405,2.1432,USD,83427742.19455306,USD,107160000.00000001,USD,38926718.08256488,50000000,0.25373563179669606,,
KNC,Kyber Network Crystal v2,406,0.44589,USD,83164631.42651995,USD,106843383.28651792,USD,186513784.6251765,239618254.02345404,0.32389287209903606,206292.2783218959,0.000004847491181611813
BTRST,Braintrust,407,0.34561,USD,83412206.93701999,USD,86402500,USD,241347782,250000000,0.005406162793974271,65.41255927135475,0.015287584083839947
API3,API3,408,0.95761,USD,82758550.35258,USD,140628360.63638118,USD,86421978,146853479.63824645,0.39577894287323195,36.61175259036912,0.027313633717252154
AURORA,Aurora,409,0.14267,USD,81638076.26579,USD,142670000,USD,572216137,999880214,0.05121783876321621,,
MOODENG,Moo Deng,410,0.082132,USD,81308363.15237443,USD,81308363.15237443,USD,989971791.17,989971791.17,1.8083411100341134,,
USDP,Pax Dollar,411,0.9994,USD,81299651.54204437,USD,81299651.54204437,USD,81348460.61841543,81348460.61841543,0.056851355627232425,113.03672372542567,0.008846682450113044
CAT,Simon's Cat,412,0.0000118544,USD,80016662.44654553,USD,106689600,USD,6749954653676.738,8099954653676.738,0.8817336275745397,,
OMI,ECOMI,413,0.00030043,USD,81745718.16536672,USD,91715848.08352205,USD,272095723347.75726,305281922855.64703,0.005364667082356321,,
MTL,Metal DAO,414,0.9561,USD,79520620.1265,USD,79520620.1265,USD,83171865,83171865,0.15562378176882516,,
PROM,Prom,415,4.3366,USD,79142950,USD,83479550,USD,18250000,19250000,0.15477473615032217,,
ARK,Ark,416,0.42347,USD,78972423.99316001,USD,78972423.99316001,USD,186488828,186488828,0.2669335782617109,,
COOKIE,Cookie DAO,417,0.2258,USD,81844764.09200001,USD,225800000,USD,362465740,999964903,0.4090064248586674,,
ALI,Artificial Liquid Intelligence,418,0.0106474,USD,87200434.30106509,USD,105099460.40476656,USD,8189833602.669674,9870903732.81426,0.037186471057912646,,
GME,GameStop,419,0.00019605,USD,80634871.7432973,USD,82476274.5,USD,411297484026,411297484026,0.02437762613596823,,
OX,OX Coin,420,0.023904,USD,78489771.904512,USD,78489771.904512,USD,3283541328,3283541328,0.037464555215032926,,
WIN,WINkLink,421,0.000078171,USD,77678668.03891475,USD,78092829,USD,993701859243.3864,993701859243.3864,0.643829473339251,,
SCRT,Secret,422,0.25916,USD,77736721.58855133,USD,81799647.97675857,USD,299956480.8942403,315633770.553938,0.11743905141389731,,
BADGER,Badger DAO,423,3.7351,USD,75821267.38908722,USD,78437100,USD,20299661.96061343,21000000,0.738741668347398,30.844704791962435,0.032420475629275004
ZRC,Zircuit,424,0.053847,USD,80318117.783556,USD,538470000,USD,1491598748,10000000000,0.4082964465760641,,
MAGIC,Treasure,425,0.25793,USD,75053703.37015037,USD,89678847.34470648,USD,290984776.37401766,347686765.18709135,0.619091392338513,,
ACA,Acala Token,426,0.063815,USD,74450832.90789999,USD,74450832.90789999,USD,1166666660,1166666660,0.23327291416017185,,
LUMIA,Lumia,427,0.67384,USD,74365875.21864556,USD,160972888.28992,USD,110361324.97127739,238888888,0.27986008007712365,,
VELO,Velodrome Finance,428,0.08207,USD,74169302.80747353,USD,162985049.87603134,USD,903732214.0547522,1985927255.708923,0.36803165974862495,,
PONKE,Ponke,429,0.13509,USD,75048469.49034,USD,75049999.92494999,USD,555544226,555544226,0.6040477991406229,,
SDEX,SmarDex,430,0.008304,USD,74288386.83645672,USD,83040000,USD,8946096680.690838,10000000000,0.04136000294261095,,
MOVR,Moonriver,431,7.9014,USD,74218940.5932,USD,92756478.3444,USD,9393138,11739246,0.21296326995038958,,
NMT,NetMind Token,432,2.2115,USD,73975134.992,USD,326353626.9745,USD,33450208,144080375.2,0.048909532752540646,,
CTK,Shentu,433,0.50718,USD,72315306.29441999,USD,72315306.29441999,USD,142583119,142583119,0.13227541417508784,,
BONE,Bone ShibaSwap,434,0.32226,USD,74095098.97172937,USD,80565000,USD,229923350.6228802,249999401.82484713,0.13359625075312823,59.78176190396014,0.016727509664343915
REQ,Request,435,0.09238,USD,71067123.90327096,USD,92335162.54638083,USD,769291230.821292,999514641.1169174,0.17744868781283019,17.96759853249897,0.05565574042581404
ALPH,Alephium,436,0.71293,USD,73061408.84312904,USD,712930000,USD,102480480.33205089,207158857.5623606,0.030381896901461716,,
ARDR,Ardor,437,0.074127,USD,74013306.32435799,USD,74013306.32435799,USD,998466231.2566,998466231.2566,0.21007306941670423,,
SYN,Synapse,438,0.36585,USD,72097977.80459404,USD,91462500,USD,197069776.69699067,214135156.8684764,0.33675336650593773,,
BNX,BinaryX,439,0.1925,USD,71298845.5615346,USD,111650000,USD,370383613.3066732,568414821.9977517,0.25250906421199154,,
PORTAL,Portal,440,0.15573,USD,69867450.00963672,USD,155730000,USD,448644769.8557549,448644769.8557549,0.7762747119353955,,
RIO,Realio Network,441,0.56346,USD,70942511.9630722,USD,98605500,USD,125905143.15669648,125904613.15669648,0.12541324413166502,,
HIGH,Highstreet,442,0.99151,USD,70246829.19588573,USD,99151000,USD,70848331.53058036,100000000,0.7262968528931094,,
ZBCN,Zebec Network,443,0.00093957,USD,67486893.62736416,USD,93956447.92029627,USD,71827424914.97617,99999412412.37616,0.25713832068081843,,
COREUM,Coreum,444,0.19027,USD,73214382.97296,USD,103825438.21561,USD,384792048,545674243,0.014656921233387615,,
BEL,Bella Protocol,445,0.87855,USD,70284000,USD,87855000,USD,80000000,100000000,0.8255667852332743,47.75743824221677,0.02093914658755747
ZEREBRO,Zerebro,446,0.067152,USD,65728580.39542588,USD,67152000,USD,978803019.94618,999971400.148897,0.8632623152097905,,
DEGEN,Degen,447,0.0047414,USD,67231197.5388906,USD,175270288.7322956,USD,14179608879,36965935954,0.9945144742574706,,
BNT,Bancor,448,0.58179,USD,68777875.74144055,USD,68777875.74144055,USD,118217700.10044956,118217700.10044956,0.18530580977180072,43.61179728615996,0.022929575532933753
H2O,H2O DAO,449,0.081236,USD,67019700,USD,81236000,USD,825000000,1000000000,0.00935305254387322,,
USTC,TerraClassicUSD,450,0.012192,USD,67798247.72479735,USD,96012867.38964109,USD,5560879898.687447,7875071144.163475,0.4623359668651512,128.53420746839333,0.007780030076786374
NTRN,Neutron,451,0.21142,USD,66819767.92143114,USD,211420000,USD,316052255.800923,999830184.939814,0.18535704275541937,,
TON,Tokamak Network,452,1.5452,USD,67743814.7208,USD,139984920.00651535,USD,43841454,90593398.91697863,0.12211165268945105,,
CBK,Cobak Token,453,0.71793,USD,65379226.60521,USD,71793000,USD,91066297,100000000,0.12063901624651126,,
AUCTION,Bounce Token,454,9.8941,USD,65202841.2693,USD,98941000,USD,6590073,7640700,0.8461112108226154,,
CYBER,Cyber,455,1.9638,USD,64108873.5246,USD,196380000,USD,32645317,100000000,0.5281478663510487,,
DODO,DODO,456,0.089391,USD,64871353.01825085,USD,89391000,USD,725703404.35,1000000000,0.5281361824266331,628.7505419586696,0.0015904558855485396
SOLV,Solv Protocol,457,0.043043,USD,63815551.8,USD,415795380,USD,1482600000,8400000000,3.083064508332888,,
MOBILE,Helium Mobile,458,0.00070243,USD,62712950.4,USD,70861138.39999999,USD,89280000000,100880000000,0.09673286696455906,,
HIFI,Hifi Finance,459,0.44934,USD,63692934.06023337,USD,63692934.06023337,USD,141747750.16743082,141747750.16743082,0.6064476397210583,,
CLV,CLV,460,0.051164,USD,62631946.491356,USD,102328000,USD,1224140929,2000000000,0.36262050792305667,,
QKC,QuarkChain,461,0.0088829,USD,62958536.33198351,USD,88829000.00000001,USD,7087610615,10000000000,0.22051811388219833,99.21740936362819,0.01007887634250796
SWARMS,Swarms,462,0.062275,USD,62274055.28825,USD,62274055.28825,USD,999984830,999984830,1.1556861184645941,,
SPA,Sperax,463,0.037849,USD,64028481.895075046,USD,189245000,USD,1691682260.96,4615267291.67,1.549209296281582,,
DUSK,Dusk,464,0.12914,USD,62051769.911710225,USD,64570000,USD,480499999.31632507,500000000,0.3927754776275382,112.32690571009842,0.008902586550197279
RIF,Rootstock Infrastructure Framework,465,0.062085,USD,62085000,USD,62085000,USD,1000000000,1000000000,0.13836852555147686,,
TRU,TrueFi,466,0.049142,USD,62001875.913164854,USD,71255900,USD,1261688085.815898,1283173672.2046723,0.520491597792863,16.085538428520277,0.0621676423480461
ARPA,ARPA,467,0.040104,USD,60941500.94174186,USD,80207999.99950828,USD,1519586598.3877385,1999999999.9877386,1.2412036847956267,,
DAR,Mines of Dalarnia,468,0.093135,USD,60339782.523405,USD,74508000,USD,647874403,800000000,0.27836214525856057,,
WOLF,Landwolf 0x67,469,0.000075012,USD,67672788.8003118,USD,75012000,USD,902159505150,902159505150,0.1388148795623559,,
MBX,MARBLEX,470,0.32312,USD,60869055.77663746,USD,103877502.30256,USD,188379103.04728106,321482738,0.0295335960798559,,
SWEAT,Sweat Economy,471,0.0088321,USD,60901341.71256106,USD,193134591.02627116,USD,6895454276.17,21235067909.49,0.27906638867973327,,
LOOM,Loom Network,472,0.049873,USD,61988193.92495945,USD,64834900,USD,1242920897.5790398,1300000000,0.0751555542086689,123777.51257665173,0.00000807901192375901
FX,Function X,473,0.15298,USD,62495444.213860005,USD,289594601.1725,USD,408520357,408520357,0.025500522097679446,339.0506345873738,0.002949411969740168
AITECH,Solidus Ai Tech,474,0.05541,USD,59913905.38119,USD,110820000,USD,1081283259,1992002130,0.11600649937580622,,
HFT,Hashflow,475,0.121146,USD,61177167.42176075,USD,121146000,USD,504987101.6935,1000000000,0.7296240183595627,,
NCT,PolySwarm,476,0.031521,USD,59432870.149422,USD,59445866.068596,USD,1885500782,1885913076,0.12044142847326389,,
CXT,Covalent X Token,477,0.061645,USD,59510911.745,USD,61645000,USD,965381000,1000000000,0.0760373953637754,,
STG,Stargate Finance,478,0.29002,USD,59262227.83013799,USD,290020000,USD,204338417.4544445,1000000000,1.0553012167804203,6.834194799950289,0.14632301672280015
RARE,SuperRare,479,0.07424,USD,59622836.96971705,USD,74240000,USD,803109334.1826111,1000000000,0.393656284680672,25.37617647494554,0.039407039945017805
NAKA,Nakamoto Games,480,0.55572,USD,57774680.689435065,USD,100029600,USD,103963651.99999112,180000000,0.23732848549434857,,
SEND,Suilend,481,1.2069,USD,58800217.4829,USD,120690000.00000001,USD,48720041,100000000,0.09474689942787562,,
SYS,Syscoin,482,0.072838,USD,58651118.532611586,USD,58651118.532611586,USD,805226921.8349156,805226921.8349156,0.08886644769313998,,
STMX,StormX,483,0.0047019,USD,58037796.66753601,USD,58773750,USD,12343477459.651632,12500000000,0.3505851570178113,409178.22132223996,0.000002443922838240382
SPEC,Spectral,484,4.1861,USD,59043672.1117,USD,418610000,USD,14104697,100000000,0.19774689070275325,,
BUZZ,Hive AI,485,0.059102,USD,59094148.89032,USD,59094148.89032,USD,999867160,999867160,1.374306483943419,,
AVA,AVA,486,0.057856,USD,57855656.91392,USD,57855764.33631232,USD,999994070,999994070,0.4840760858183711,,
TORN,Tornado Cash,487,11.1611,USD,58680194.33591211,USD,111610972.3965349,USD,5257563.71109587,9999997.526815,0.006651936174789472,382.32169889407004,0.0026155983374542137
GUSD,Gemini Dollar,488,1,USD,57736969.46,USD,148548675.98,USD,57736969.46,57736969.46,0.12029139901618435,10.115713181660068,0.09885610456146722
DIA,DIA,489,0.48433,USD,57962727.45032,USD,96866000,USD,119676104,168817248,0.4162794488553777,108.34582195555943,0.009229705234136056
LIT,Litentry,490,0.86879,USD,57728846.20269,USD,86879000,USD,66447411,100000000,2.159357877335104,,
SLERF,SLERF,491,0.11584,USD,57919739.36,USD,57919739.36,USD,499997750,499997750,0.9489081531097107,,
TKO,Toko Token,492,0.33937,USD,57240604.0007345,USD,169685000,USD,168667248.13841677,496196900.66,0.11279775870167304,,
NFP,NFPrompt,493,0.14524,USD,57419801.025420405,USD,145240000,USD,395344264.84040487,1000000000,0.27995773979565813,,
WNXM,Wrapped NXM,494,57.672,USD,57927750.97606285,USD,57927750.97606285,USD,1004434.57788984,1004434.57788984,0.1735068452836781,34.857228208805964,0.028688454343233482
MPL,Maple,495,13.46,USD,59466086.01117746,USD,134600000,USD,4417985.58775464,10000000,0.03555059542517553,163.72620006438788,0.006107757949593494
OGN,Origin Protocol,496,0.080541,USD,56077092.559971005,USD,113535816.361686,USD,696255231,1409664846,0.41135996282424864,29.304083201050005,0.03412493723619269
EUL,Euler,497,3.5051,USD,56941700.72114957,USD,95278496.369318,USD,16245385.5014549,27182818.28459045,0.028365582862613026,20.225004853524414,0.0494437458602508
DAO,DAO Maker,498,0.29,USD,56761893.84696549,USD,80533620.00196551,USD,195730668.43781206,277702137.9378121,0.12834550563745567,,
XPLA,Xpla,499,0.073054,USD,58016707.09494035,USD,146108000,USD,794161949.995077,1999926711.3036,0.011064196511378892,,
AZERO,Aleph Zero,500,0.2034,USD,54262838.6334,USD,68389422.012,USD,266778951,336231180,0.04754955234046777,,
RSS3,RSS3,501,0.081548,USD,55038104.19741999,USD,81548000,USD,674916665,1000000000,0.10407358794222767,,
HIPPO,sudeng,502,0.0055527,USD,55527000,USD,55527000,USD,10000000000,10000000000,0.7690349207576257,,
PHB,Phoenix,503,1.01101,USD,54411110.43368,USD,64704640,USD,53818568,53818568,0.5268605576108948,,
PRQ,PARSIQ,504,0.18362,USD,56969366.83664,USD,91810000,USD,310256872,310256872,0.09834271044474963,,
SHDW,Shadow Token,505,0.31896,USD,51579767.21179451,USD,53922802.19616,USD,161712337.6341689,169058196,0.04559960523844677,,
CATI,Catizen,506,0.17101,USD,53851049,USD,171010000,USD,314900000,1000000000,0.9059226516169586,,
A8,Ancient8,507,0.23194,USD,53810079.698478,USD,231940000,USD,231999998.7,1000000000,0.10748246456410096,,
MERL,Merlin Chain,508,0.099991,USD,52495275,USD,209981100,USD,525000000,2100000000,0.7054930618476295,,
QI,BENQI,509,0.0100456,USD,51895334.6735984,USD,72328320,USD,5165976614,7200000000,0.22902724566593277,18.216127341326917,0.054896410266703645
STRK,Strike,510,9.5213,USD,51933585.11937384,USD,62277756.914400004,USD,5454463.68871623,6540888,0.19079822187195575,,
MBL,MovieBloc,511,0.0027863,USD,50699200.5443682,USD,83589000,USD,18195887214,30000000000,0.22616640414062414,725.5687365979129,0.0013782291732811639
FORTH,Ampleforth Governance Token,512,3.5514,USD,50939698.22181068,USD,54328951.91918801,USD,14343554.15380151,15297897.14455933,0.12484389855278293,422.7222409545991,0.002365619556098543
RAD,Radworks,513,0.98211,USD,50653284.63308502,USD,98210626.79820001,USD,51575978.89552598,99998580,2.43352964091674,2.630645665082045,0.3801348137734893
NKN,NKN,514,0.064865,USD,50849830.240673125,USD,64865000.00000001,USD,783933249.6827737,783933249.6827737,0.3664156229543512,166.0239431766619,0.006023227619259261
ALICE,MyNeighborAlice,515,0.74415,USD,50537706.751949996,USD,74415000,USD,67913333,100000000,0.828973248155327,88.63548501744013,0.011282163117889382
MAV,Maverick Protocol,516,0.099083,USD,49891383.78021896,USD,198166000,USD,503531219.0811638,2000000000,0.4541206364460252,,
PIPPIN,pippin,517,0.048678,USD,48677817.603534,USD,48678000,USD,999996253,999996253,0.798123208246061,,
META,Metadium,518,0.02892,USD,49268364.1824,USD,57840000,USD,1703608720,2000000000,0.05165903704349654,,
LMWR,LimeWire,519,0.15295,USD,48903334.66561521,USD,96824273.89355001,USD,319734126.61402553,633045269,0.08220754791319577,,
BFC,Bifrost,520,0.035052,USD,48604454.945328,USD,90606387.37106399,USD,1386638564,2584913482,0.21857697937868434,,
RACA,RACA,521,0.00011857,USD,48693185.89755519,USD,59285000,USD,410670371068.18915,415670371068.18945,0.3124706569562221,,
THE,Thena,522,0.54207,USD,48671236.63583609,USD,176780026.14237002,USD,89787733.38468479,239370445.72403795,0.884646183111033,,
COQ,Coq Inu,523,6.9883e-7,USD,48512778.599999994,USD,48512778.599999994,USD,69420000000000,69420000000000,0.1559593817534991,,
PUFFER,Puffer,524,0.46579,USD,47653445.71143,USD,465790000,USD,102306717,1000000000,0.7195815748180623,,
MODE,Mode,525,0.019425,USD,48562500.174825005,USD,194250000,USD,2500000009,10000000000,0.09763319602672528,,
LEVER,LeverFi,526,0.0013533,USD,47338238.21899005,USD,47365500,USD,34979855330.66582,35000000000,0.572036478017652,,
MYRIA,Myria,527,0.0016946,USD,47434787.027236804,USD,84730000,USD,27991730808,50000000000,0.09353516283176798,,
ACE,Fusionist,528,1.02952,USD,47090638.07664,USD,151339440,USD,45740382,146307870,2.0767289729093226,,
PNG,Pangolin,529,0.21775,USD,47550932.18525,USD,50082500,USD,218373971,230000000,0.0529232210699015,88.38849997802045,0.011313689000816507
LYX,LUKSO,530,1.5096,USD,46097004.588264,USD,63577078.641528,USD,30535906.59,42115181.93,0.054112738276427555,,
DOGE,Department Of Government Efficiency,531,0.056976,USD,55787121.74653746,USD,56976000,USD,979133700.9712416,979133700.9712416,0.13356123057407815,,
MC,Merit Circle,532,0.145,USD,46704764.769999996,USD,97122618.345,USD,322101826,669811161,0.0006109330681056763,,
HOOK,Hooked Protocol,533,0.21097,USD,46852652.95257365,USD,105485000,USD,222082063.57573897,500000000,0.44860610244031984,,
ATA,Automata Network,534,0.08178,USD,46049666.29810072,USD,81780000,USD,563092031.0357143,1000000000,0.5730604856514449,,
DEP,DEAPcoin,535,0.0016079,USD,45867489.654246114,USD,48064793.91213682,USD,28526332268.32895,29892900001.328953,0.05146366370678626,,
GODS,Gods Unchained,536,0.1313,USD,45863819.64262137,USD,65650000,USD,349305557.0649,500000000,0.05063035091750416,,
RARI,RARI,537,1.8403,USD,45477591.14317513,USD,46007500,USD,24712053.00395323,25000000,0.02397020097865899,33.52742455826871,0.029826329137272626
TLOS,Telos,538,0.12197,USD,45808721.1373106,USD,51227400,USD,375573674.98,420000000,0.312412057203886,,
ALPHA,Stella,539,0.050096,USD,45537264,USD,50096000,USD,909000000,1000000000,0.447393876705801,77.11767757919625,0.012967195478274702
F,SynFutures,540,0.034721,USD,45321986.172429,USD,347210000,USD,1305319149,10000000000,0.5852904547428747,,
X,X empire,541,0.000064287,USD,44358030,USD,44358030,USD,690000000000,690000000000,2.619049216515152,,
UQC,Uquid Coin,542,4.4887,USD,44887000,USD,179548000,USD,10000000,40000000,0.011002855157049924,,
MBOX,MOBOX,543,0.109674,USD,44795395.523159996,USD,60356066.245758,USD,408441340,549409240,0.7706416043797168,,
ELA,Elastos,544,2.0215,USD,45439448.8275,USD,57046727.9785,USD,22478085,25825173,0.015370596238537967,,
GEAR,Gearbox Protocol,545,0.0044486,USD,44485999.99999999,USD,44485999.99999999,USD,10000000000,10000000000,0.02974738013744347,,
ICE,Ice Open Network,546,0.0066759,USD,44162442.128747016,USD,141198872.86405224,USD,6615204261.41,21150537435.26,0.39990066489178366,,
GNS,Gains Network,547,1.4043,USD,44503671.77877911,USD,44503671.77877911,USD,31691000.34093791,31691000.34093791,0.16732967555646397,,
UTK,xMoney,548,0.061968,USD,43632421.401360005,USD,61968000,USD,704112145,704112145,1.0016993704707762,6530.978272025935,0.00015311641814569934
ETN,Electroneum,549,0.0024124,USD,43374511.98924054,USD,50660400,USD,17979817604.56,17979817604.56,0.03426549840382177,,
AQT,Alpha Quark Token,550,1.6508,USD,44251676.6108,USD,49524000,USD,26806201,30000000,1.0253560076515216,,
LAT,PlatON,551,0.0069393,USD,43958189.7997949,USD,71127825,USD,6334672056.22972,10250000000,0.12591539805693241,,
FCT2,FirmaChain,552,0.041506,USD,39603960.2627064,USD,40058807.240243934,USD,954174342.569903,965132926.329782,0.23234792308533272,,
CTXC,Cortex,553,0.18765,USD,42626243.72427188,USD,56256054.743700005,USD,227158239.9375,299792458,0.20212969934878292,37856344.33771925,2.641565152405964e-8
NYM,NYM,554,0.053027,USD,42806110.313508466,USD,53027000,USD,807251217.559139,1000000000,0.045774314945304415,,
BAKE,BakeryToken,555,0.14675,USD,42523822.60538608,USD,42523822.60538608,USD,289770511.79138726,289770511.79138726,0.5995498262215638,,
TLM,Alien Worlds,556,0.0074354,USD,42482914.54286264,USD,74354000,USD,5713601762.227,6602845033.4731,1.0000903046584046,844.0545823748016,0.0011847575036989149
MAPO,MAP Protocol,557,0.0077791,USD,42612823.24722644,USD,75435675.14881948,USD,5477860324.102588,9697223991.055454,0.06051786560756521,,
ZCX,Unizen,558,0.061968,USD,42691474.4003485,USD,58545303.19694482,USD,688927743.357031,944766705.347031,0.05201968910514206,,
AERGO,Aergo,559,0.089234,USD,41939979.622443914,USD,44617000,USD,469999995.7689212,500000000,0.3956164356895347,,
RDNT,Radiant Capital,560,0.034923,USD,41669233.342884004,USD,52384500.00000001,USD,1193174508,1500000000,0.8126710244173099,,
MONKY,Wise Monkey,561,0.0000045229,USD,38444650,USD,45229000,USD,8500000000000,8500000000000,0.08420876467957805,,
SD,Stader,562,0.77861,USD,41487812.980549216,USD,93433200,USD,53284459.46051195,120000000,0.1748978350202116,,
TT,ThunderCore,563,0.0034959,USD,41143016.5244196,USD,41143016.5244196,USD,11768934044,11768934044,0.05563171237896366,,
TNSR,Tensor,564,0.3269,USD,40862500,USD,326900000,USD,125000000,1000000000,1.5845960841642088,,
PRCL,Parcl,565,0.19088,USD,40874961.69424,USD,190880000,USD,214139573,1000000000,1.5342356321399555,,
KUJI,Kujira,566,0.31083,USD,38029990.354395,USD,38029990.50981,USD,122349806.5,122349806.5,0.0316352965128497,,
CHILLGUY,Just a chill guy,567,0.038197,USD,38195362.4847242,USD,38197000,USD,999957129.741189,999957129.741189,1.1598045564177937,,
SHIRO,Shiro Neko,568,4.104e-8,USD,41040000,USD,41040000,USD,1000000000000000,1000000000000000,0.4204929597409817,,
DEGO,Dego Finance,569,1.8643,USD,39145103.51108797,USD,39150300,USD,20997212.63267069,21000000,0.6605157463087398,,
FORT,Forta,570,0.08178,USD,39314474.3613,USD,81780000,USD,480734585,1000000000,0.03608578347620794,,
ORDER,Orderly Network,571,0.18988,USD,40419017.156679995,USD,189880000,USD,212866111,1000000000,0.936270340701466,,
NAVX,NAVI Protocol,572,0.097223,USD,38556862.57923857,USD,97223000,USD,396581699.59,1000000000,0.17774543691308145,,
AVA,AVA (Travala),573,0.68039,USD,38486836.62198533,USD,68039000,USD,56565846.973038,66577749,0.7315519410789078,,
VR,Victoria VR,574,0.0070043,USD,37376677.43936613,USD,117672240,USD,5336247367.954846,16800000000,0.6035369822218001,,
GRS,Groestlcoin,575,0.43366,USD,37672713.72219524,USD,45534300,USD,86871543.88736624,86871543.88736624,0.12351874275268128,,
REZ,Renzo,576,0.018929,USD,38211510.83708656,USD,189290000,USD,2018675621.379183,10000000000,0.7272120814326843,,
GTC,Gitcoin,577,0.45172,USD,38804819.70568153,USD,45172000,USD,85904586.26069586,100000000,0.4659279148263208,31.05038574882299,0.032205719055773935
GFI,Goldfinch,578,1.3582,USD,39571545.71684,USD,155222856.75480002,USD,29135286.2,114285714,0.08081640809887271,,
DNT,district0x,579,0.0389,USD,38900000,USD,38900000,USD,1000000000,1000000000,0.016290925087110796,173.77811088812442,0.005754464672733058
EURT,Tether EURt,580,1.0165,USD,36987731.140495,USD,50826687.93891,USD,36387340.03,50001660.54,0.020445823367538387,,
LISTA,Lista DAO,581,0.1996,USD,37044524.5095561,USD,199600000,USD,185593810.16811675,1000000000,0.8508638208106564,,
WOJAK,Wojak,582,0.00054189,USD,37609727.37151293,USD,37618003.8,USD,69404726737,69420000000,0.10687366444836736,,
RETARDIO,RETARDIO,583,0.03728,USD,36373024.7592,USD,37280000,USD,975671265,999671379,0.3320924628962363,,
REI,REI Network,584,0.038661,USD,36727950,USD,38661000,USD,950000000,1000000000,0.20330110067728827,,
SUNDOG,SUNDOG,585,0.037489,USD,37392301.098334,USD,37489000,USD,997420606,1000000000,0.9341683682862756,,
ATR,Artrade,586,0.028904,USD,36342485.08781933,USD,36538299.54187659,USD,1257351407.6881862,1264126056.6660874,0.037807343573401334,,
BAN,Comedian,587,0.036677,USD,36675601.102543004,USD,36675601.102543004,USD,999961859,999961859,1.8310252533075648,,
BOUNTY,BOUNTY,588,0.071136,USD,36190439.928864,USD,36190439.928864,USD,508749999,508749999,0.2603545372196395,,
ATLAS,Star Atlas,589,0.0019735,USD,35793806.524796814,USD,71046000,USD,18137221446.5654,36000000000,0.08818847200730151,,
MOC,Moss Coin,590,0.087449,USD,37033749.725912,USD,43724500,USD,423489688,500000000,0.3603462604062974,,
MLN,Enzyme,591,13.46,USD,35897624.32150287,USD,35927477.52042138,USD,2666985.46222161,2667605.07789353,0.5260624440157996,86.91868895428449,0.0115050055636016
CUSD,Celo Dollar,592,0.99885,USD,35513278.328898266,USD,998850000000000,USD,35554165.61936053,57241566.21607361,0.3074682001317671,,
