Moneda,Descripción,Ranking,Precio,Precio - Divisa,Cambio de precio % 24 horas,Capitalización de mercado,Capitalización de mercado - Divisa,Volumen en USD 24 horas,Volumen en USD 24 horas - Divisa,Oferta circulante,Categoría
ACS,Access Protocol,332,0.002913,USD,19.55816531844125,118135991.87710288,USD,4961487.60083507,USD,40554751760.076515,"NFT y coleccionables, Redes sociales, medios de comunicación y contenidos"
UFD,Unicorn Fart Dust,333,0.121111,USD,36.997737556561084,121111000,USD,44125663.31232693,USD,1000000000,Memes
WILD,Wilder World,334,0.31382,USD,9.3983127658091,121388833.93960753,USD,1976009.77278002,USD,386810381.55505556,"Videojuegos, NFT y coleccionables, Metaverso"
CVC,Civic,335,0.11974,USD,6.92582663092047,119740000,USD,38396630.48572496,USD,1000000000,"Identidad, Soluciones para empresas, Web3"
IQ,IQ,336,0.005782,USD,2.7441083425159043,118649104.95870148,USD,21077026.89759909,USD,20520426315.929,"Gestión de datos e IA, Redes sociales, medios de comunicación y contenidos, DeFi, Organización autónoma descentralizada (DAO)"
BIGTIME,Big Time,337,0.071883,USD,8.94099458902345,117164031.22669128,USD,110021941.07485966,USD,1629926842.60105,"Videojuegos, NFT y coleccionables"
STRAX,Stratis [New],338,0.063658,USD,5.176373399421733,118057094.81520927,USD,14766267.19988091,USD,1854552370.7186725,"Plataformas de contratos inteligentes (smart contracts), Soluciones para empresas, Organización autónoma descentralizada (DAO)"
BORA,BORA,339,0.102475,USD,0.03416634127293378,112696881.25,USD,5275337.91864563,USD,1099750000,"Videojuegos, NFT y coleccionables"
PEPECOIN,PepeCoin,340,1.10588,USD,27.12346105166264,117657359.09124392,USD,3640543.29225803,USD,106392519.16233581,Memes
BITCOIN,HarryPotterObamaSonic10Inu (ERC-20),341,0.11591,USD,2.830021291696237,115886604.14605,USD,11902364.40072216,USD,999798155,Memes
LQTY,Liquity,342,1.2039,USD,0.9644414625964498,113743600.4527051,USD,96178725.71548538,USD,94479276.0633816,"Concesión de préstamos y endeudamiento, DeFi"
BLAST,Blast,343,0.0044977,USD,2.811749914275914,112824240.44126946,USD,30418756.7304964,USD,25084874589.516743,Escalables
SCR,Scroll,344,0.60099,USD,-3.8838062583115582,114188100,USD,96637620.8755629,USD,190000000,
AGI,Delysium,345,0.103685,USD,9.170351652979585,112818171.74083312,USD,16574306.09216654,USD,1088085757.2535384,Gestión de datos e IA
IOST,IOST,346,0.0052162,USD,4.742297031293946,111183303,USD,33907751.84113663,USD,21315000000,"Plataformas de contratos inteligentes (smart contracts), Internet de las cosas, Nivel 1"
CETUS,Cetus Protocol,347,0.17282,USD,6.620596038748699,111242876.68101716,USD,100783814.68055317,USD,643692146.0537968,"Mercado descentralizado, DeFi"
PEOPLE,ConstitutionDAO,348,0.02175,USD,3.828527783081903,110057987.02972499,USD,193592669.41056994,USD,5060137334.7,"Memes, Organización autónoma descentralizada (DAO), Recaudación de fondos"
CHR,Chromia,349,0.13227,USD,7.9764628963713555,110900603.77227935,USD,38249516.37760044,USD,838441096.032958,"Herramientas de desarrollo, Gestión de datos e IA, Escalables, Soluciones para empresas, Nivel 1"
ONG,Ontology Gas,350,0.26637,USD,4.776518728360082,107875551.81144522,USD,10113694.21574319,USD,404983863.8414432,"Plataformas de contratos inteligentes (smart contracts), Identidad"
MVL,MVL,351,0.0041273,USD,2.0840036630943133,107941107.11568357,USD,7210809.29629556,USD,26152958863.10265,"Internet de las cosas, Lealtad y recompensas, Transporte, DePIN"
YGG,Yield Guild Games,352,0.2546,USD,5.264028449737427,107675096.20297764,USD,68057027.54571083,USD,422918681.0800379,"Videojuegos, NFT y coleccionables, Metaverso, Organización autónoma descentralizada (DAO)"
KEEP,Keep Network,353,0.11374,USD,5.305064345893898,108516610.41443175,USD,35514.59005672,USD,954076054.2854911,"Privacidad, Interoperabilidad, DeFi"
RLC,iExec RLC,354,1.4886,USD,7.565575547366141,107748661.04994209,USD,26004283.06255322,USD,72382548.06525736,"Privacidad, Informática distribuida y almacenamiento, NFT y coleccionables, Interoperabilidad, Soluciones para empresas, Pagos, Redes sociales, medios de comunicación y contenidos, Marketing, Estadísticas, Mercado, Web3, DePIN"
SYRUP,Maple Finance,355,0.134668,USD,17.05468138746414,107827048.16993223,USD,5153226.86375527,USD,800687974.6482626,
DOGS,DOGS,356,0.00020461,USD,2.690898137456708,105732217.5,USD,109340494.1565039,USD,516750000000,Memes
EURC,EURC,357,1.0326,USD,0.8299970705985698,105219770.66369392,USD,42506591.39973211,USD,101897899.1513596,Stablecoins
BTG,Bitcoin Gold,358,5.0513,USD,-1.870299511808952,88468082.22511572,USD,6194072.04493716,USD,17513923.589,Criptomonedas
AL,ArchLoot,359,0.17636,USD,3.5198873636043673,104643828.63017897,USD,8090308.4391655,USD,593353530.4500962,
CFG,Centrifuge,360,0.20075,USD,7.606132075471702,103371052.22125001,USD,6692085.28182209,USD,514924295,"Tokens garantizados por activos, DeFi"
XRD,Radix,361,0.0098791,USD,-1.4740201456068616,105306312.83721036,USD,4361351.73639251,USD,10659504695.489504,"Plataformas de contratos inteligentes (smart contracts), DeFi, Nivel 1"
PIXEL,Pixels,362,0.079322,USD,4.275009859340088,101547548.83764054,USD,97543848.90303628,USD,1280194004.66,"Videojuegos, NFT y coleccionables, Web3"
CELR,Celer Network,363,0.013028,USD,8.21496802059972,101141889.26588136,USD,20282002.11619864,USD,7763424106.9912,"Interoperabilidad, Escalables"
SLP,Smooth Love Potion,364,0.0024656,USD,8.588794926004221,101554159.5202208,USD,27744639.89452937,USD,41188416418,"Videojuegos, NFT y coleccionables, Metaverso"
VANRY,Vanar Chain,365,0.053358,USD,4.794251609863357,100753875.85530472,USD,38263834.35660809,USD,1888261851.1807923,Nivel 1
DF,dForce,366,0.102868,USD,29.880684547132148,102860402.8512795,USD,81077771.87535779,USD,999926146.6275177,"Concesión de préstamos y endeudamiento, DeFi"
LOFI,LOFI,367,0.095595,USD,54.976803036693376,95595000,USD,50331264.2199955,USD,1000000000,Memes
BB,BounceBit,368,0.2024,USD,5.222910055662484,100233747.94520548,USD,64581660.9145622,USD,495226027.3972603,DeFi
DKA,dKargo,369,0.020738,USD,3.819774718397997,97192093.34024599,USD,3722297.84609183,USD,4686666667,"Gestión de datos e IA, Logística, Web3"
TRB,Tellor,370,36.892,USD,0.4275249843422476,97666146.876,USD,137707216.1351195,USD,2647353,"Oráculos, Gestión de datos e IA, DeFi, Web3"
ERG,Ergo,371,1.2515,USD,2.489115255072701,99566246.29200001,USD,477719.20631013,USD,79557528,"Privacidad, Plataformas de contratos inteligentes (smart contracts), Estadísticas, Nivel 1"
APU,Apu Apustaja,372,0.00029178,USD,8.764999627338458,98590173.75256056,USD,7937402.59439169,USD,337892157627.5295,Memes
BANANA,Banana Gun,373,28.568,USD,-1.8384247963987497,98877670.05242896,USD,42392031.47592593,USD,3461133.78788956,
OXT,Orchid,374,0.097717,USD,3.0878784681928466,95741075.07962771,USD,15080369.65934858,USD,979779107.8279902,"Informática distribuida y almacenamiento, Gestión de datos e IA, Web3, DePIN"
OMNI,Omni Network,375,5.7828,USD,3.076072613145981,95147349.416424,USD,40494071.71542794,USD,16453508.58,"Interoperabilidad, Escalables, Nivel 1"
PUNDIX,Pundi X (New),376,0.36863,USD,4.048640108339925,95287772.2320949,USD,15804479.33944324,USD,258491637.23,Pagos
DENT,Dent,377,0.00095144,USD,4.911236078950274,95143999.99999994,USD,22048442.1138356,USD,99999999999.99994,"Gestión de datos e IA, Mercado"
ORBS,Orbs,378,0.023744,USD,3.5409035409035416,94730877.296384,USD,17767245.79641248,USD,3989676436,"Informática distribuida y almacenamiento, DeFi"
MLK,MiL.k,379,0.21263,USD,-4.948591864103709,90914649.42756075,USD,6178002.60640261,USD,427572070.8628168,Lealtad y recompensas
JOE,JOE,380,0.23991,USD,4.6737944577787465,94191432.64212,USD,23803888.52609822,USD,392611532,"Mercado descentralizado, DeFi"
SAGA,Saga,381,0.85106,USD,2.8562794633143875,93660466.18558,USD,62269615.26240917,USD,110051543,"Videojuegos, Gestión de datos e IA, Nivel 1"
CTSI,Cartesi,382,0.109842,USD,3.580794264692018,93916070.40622237,USD,27144265.369587,USD,855010564.3216836,"Plataformas de contratos inteligentes (smart contracts), Escalables, Web3, Nivel 1"
AGLD,Adventure Gold,383,1.2037,USD,6.0726247135554345,93058048.2037,USD,57562121.84499256,USD,77310001,"Videojuegos, NFT y coleccionables"
PRO,Propy,384,0.93039,USD,-3.0124610591900294,93039000,USD,4100513.5308309,USD,100000000,"Pagos, Mercado inmobiliario"
XVS,Venus,385,5.6169,USD,-2.951844687025019,92770776.66484,USD,22042387.24854023,USD,16516366.08535669,"Concesión de préstamos y endeudamiento, DeFi"
FWOG,FWOG,386,0.087624,USD,29.65809818036688,85489069.98067199,USD,43282357.56919334,USD,975635328,Memes
AI,Sleepless AI,387,0.35254,USD,12.793081358103791,92101075,USD,51944770.40522838,USD,261250000,"Gestión de datos e IA, Web3"
NOS,Nosana,388,1.9555,USD,26.75828093602127,94250533.9075,USD,8089824.04104313,USD,48197665,"Informática distribuida y almacenamiento, Gestión de datos e IA, DePIN"
OAS,Oasys,389,0.025134,USD,0.7941919698367504,91489660.69186394,USD,2697675.67911132,USD,3640075622.3388214,"Videojuegos, NFT y coleccionables, Escalables, Nivel 1"
LON,Tokenlon Network Token,390,0.76622,USD,-2.031683522778121,89866263.5822978,USD,567264.82628765,USD,117285196.9177231,"Mercado descentralizado, DeFi"
ANDY,ANDY (ETH),391,0.000097462,USD,26.665367627955316,97462000,USD,6709475.03229869,USD,1000000000000,Memes
ASM,Assemble Protocol,392,0.059102,USD,13.236395766504666,88416586.68082,USD,4891311.22965458,USD,1495999910,"Gestión de datos e IA, Pagos, Lealtad y recompensas, Mercado"
NMR,Numeraire,393,11.4579,USD,11.192117270167952,90106590.63890126,USD,31566093.58354299,USD,7864145.31798159,"Gestión de datos e IA, Gestión de activos, Estadísticas"
MED,MediBloc,394,0.0093982,USD,0.8823529411764817,89692912.4613382,USD,3923281.97660411,USD,9543626701,Salud
FUEL,Fuel Network,395,0.022708,USD,10.03636363636363,89936123.32415976,USD,7125508.8986623,USD,3960547970.9423885,Escalables
C98,Coin98,396,0.097494,USD,2.270009440889541,87825832.098294,USD,62792582.39129701,USD,900833201,"Pagos, DeFi"
MIGGLES,Mr Miggles,397,0.088385,USD,36.49349847113692,84617243.87803501,USD,11236566.71252934,USD,957371091,Memes
CARV,CARV,398,0.49374,USD,1.619141669752703,87801561.52326,USD,13219998.72305931,USD,177829549,
XYM,Symbol,399,0.014227,USD,7.8865549404716715,87124513.4458321,USD,1488620.86692665,USD,6123885109.006263,"Plataformas de contratos inteligentes (smart contracts), Soluciones para empresas"
STEEM,Steem,400,0.17951,USD,5.9493596175411705,86606726.56461182,USD,55042201.88718368,USD,482461849.282,"Plataformas de contratos inteligentes (smart contracts), Pagos, Redes sociales, medios de comunicación y contenidos, Web3"
GAME,GameBuild,401,0.0052784,USD,2.957010220800499,87876307.92668399,USD,18047877.06958592,USD,16648285072.5,
SFUND,Seedify.fund,402,1.3458,USD,12.365366953327221,86972609.30624917,USD,2811506.16614038,USD,64625211.2544577,Videojuegos
ALU,Altura,403,0.087095,USD,10.604521209042412,86224050,USD,53980215.39946282,USD,990000000,"Videojuegos, Gestión de datos e IA, Mercado"
ORAI,Oraichain,404,6.0366,USD,16.721450945512196,83448147.42,USD,4308335.35930158,USD,13823700,"Oráculos, Gestión de datos e IA, DeFi, Estadísticas, Nivel 1"
PYR,Vulcan Forged PYR,405,2.1389,USD,3.3384868103198455,83260357.30679803,USD,21168590.8751068,USD,38926718.08256488,"Videojuegos, NFT y coleccionables, Mercado"
KNC,Kyber Network Crystal v2,406,0.44495,USD,5.636678775791258,82989308.46897228,USD,26936431.3297933,USD,186513784.6251765,"Mercado descentralizado, DeFi, Organización autónoma descentralizada (DAO)"
BTRST,Braintrust,407,0.347,USD,4.204204204204191,83747680.35399999,USD,450939.9697062,USD,241347782,"Mercado, Web3, Empleos"
API3,API3,408,0.95437,USD,1.4519557823129259,82478543.14386,USD,32754091.57226525,USD,86421978,"Gestión de datos e IA, Web3"
AURORA,Aurora,409,0.14239,USD,3.929430633520454,81477855.74743,USD,4181325.82712038,USD,572216137,Interoperabilidad
MOODENG,Moo Deng,410,0.082082,USD,10.00805152979065,81258864.56281593,USD,147033255.67802158,USD,989971791.17,Memes
USDP,Pax Dollar,411,0.9994,USD,-0.19972039145197848,81299651.54204437,USD,4621995.40218684,USD,81348460.61841543,"Stablecoins, Stablecoins garantizadas por activos, Criptomonedas"
CAT,Simon's Cat,412,0.0000118336,USD,6.328749887660637,79876263.38974905,USD,70553382.04540002,USD,6749954653676.738,Memes
OMI,ECOMI,413,0.00029933,USD,6.587615283267463,81446412.86968417,USD,438538.56336532,USD,272095723347.75726,"Videojuegos, NFT y coleccionables, Metaverso"
MTL,Metal DAO,414,0.95552,USD,3.613099110821949,79472380.4448,USD,12375299.63268808,USD,83171865,"Criptomonedas, Pagos"
PROM,Prom,415,4.3246,USD,4.395073653706843,78923950,USD,12249329.20440814,USD,18250000,"NFT y coleccionables, Mercado"
ARK,Ark,416,0.4231,USD,8.88362756703896,78903423.1268,USD,21080391.72049519,USD,186488828,"Herramientas de desarrollo, Interoperabilidad"
COOKIE,Cookie DAO,417,0.22419,USD,17.261033256640875,81261194.2506,USD,33475034.35466996,USD,362465740,"Gestión de datos e IA, Marketing"
ALI,Artificial Liquid Intelligence,418,0.0105842,USD,5.8022350828178055,86682836.81737636,USD,3242676.42637397,USD,8189833602.669674,"Gestión de datos e IA, Identidad, NFT y coleccionables, Interoperabilidad, Soluciones para empresas, Redes sociales, medios de comunicación y contenidos, Marketing, Metaverso, Formación, Web3"
GME,GameStop,419,0.00019605,USD,21.95197810400597,80634871.7432973,USD,1965686.75687985,USD,411297484026,Memes
OX,OX Coin,420,0.023894,USD,33.463665307490366,78456936.491232,USD,2940584.39333193,USD,3283541328,
WIN,WINkLink,421,0.000078066,USD,6.928792739436826,77574329.3436942,USD,50011815.933189,USD,993701859243.3864,"Oráculos, Gestión de datos e IA"
SCRT,Secret,422,0.25838,USD,4.090432820182163,77502755.5334538,USD,9129326.8433857,USD,299956480.8942403,"Privacidad, Plataformas de contratos inteligentes (smart contracts), Nivel 1"
BADGER,Badger DAO,423,3.7328,USD,3.894405964004565,75774578.16657782,USD,56012329.56722845,USD,20299661.96061343,"Mercado descentralizado, DeFi, Organización autónoma descentralizada (DAO)"
ZRC,Zircuit,424,0.053642,USD,10.760618079656252,80012340.040216,USD,32793602.0867037,USD,1491598748,
MAGIC,Treasure,425,0.25727,USD,3.4667202895636393,74861653.41774352,USD,46465101.71958814,USD,290984776.37401766,"Videojuegos, NFT y coleccionables, Metaverso, Mercado"
ACA,Acala Token,426,0.063848,USD,3.1236883737448617,74489332.90768,USD,17367362.75407785,USD,1166666660,DeFi
LUMIA,Lumia,427,0.67211,USD,4.964705147426284,74174950.12644525,USD,20812039.79369553,USD,110361324.97127739,"Interoperabilidad, DeFi, Organización autónoma descentralizada (DAO)"
VELO,Velodrome Finance,428,0.081944,USD,11.470036179646904,74055432.54850262,USD,27296651.61463283,USD,903732214.0547522,"Mercado descentralizado, DeFi"
PONKE,Ponke,429,0.13477,USD,16.81546329201699,74870695.33802,USD,45332862.82451206,USD,555544226,Memes
SDEX,SmarDex,430,0.008308,USD,-4.153207198892489,74324171.22317947,USD,3072567.89815767,USD,8946096680.690838,"Mercado descentralizado, DeFi"
MOVR,Moonriver,431,7.8964,USD,10.162652705061083,74171974.9032,USD,15805908.28098158,USD,9393138,"Plataformas de contratos inteligentes (smart contracts), Interoperabilidad, Nivel 1"
NMT,NetMind Token,432,2.211,USD,-0.36052275799909905,73958409.888,USD,3618089.28776484,USD,33450208,Gestión de datos e IA
CTK,Shentu,433,0.50641,USD,9.476848547762716,72205517.29279001,USD,9565537.09129274,USD,142583119,"Plataformas de contratos inteligentes (smart contracts), Interoperabilidad, Ciberseguridad"
BONE,Bone ShibaSwap,434,0.32237,USD,11.81367278276854,74120390.54029788,USD,9898827.42180501,USD,229923350.6228802,"Memes, Mercado descentralizado, NFT y coleccionables, DeFi"
REQ,Request,435,0.09237,USD,-5.568274734260012,71059430.99096274,USD,12610767.88326725,USD,769291230.821292,"Pagos, DeFi"
ALPH,Alephium,436,0.71183,USD,6.746745846080016,72948680.31476378,USD,2219744.19094749,USD,102480480.33205089,"Plataformas de contratos inteligentes (smart contracts), Herramientas de desarrollo, NFT y coleccionables, Escalables, Pagos, DeFi, Estadísticas, Web3, Organización autónoma descentralizada (DAO), Nivel 1"
ARDR,Ardor,437,0.074127,USD,4.580981941309255,74013306.32435799,USD,15548202.43723665,USD,998466231.2566,"Plataformas de contratos inteligentes (smart contracts), Escalables, Soluciones para empresas"
SYN,Synapse,438,0.36503,USD,3.036717184545494,71936380.58770251,USD,24279236.74396742,USD,197069776.69699067,Interoperabilidad
BNX,BinaryX,439,0.19205,USD,8.343675956222496,71132172.93554659,USD,18003604.77213841,USD,370383613.3066732,"Videojuegos, NFT y coleccionables, Metaverso, Mercado, Web3"
PORTAL,Portal,440,0.15551,USD,4.373530399731265,69768748.16026846,USD,54236334.62989139,USD,448644769.8557549,Videojuegos
RIO,Realio Network,441,0.56376,USD,-4.0890991389579,70980283.50601922,USD,8897130.57213834,USD,125905143.15669648,"Metaverso, Mercado inmobiliario"
HIGH,Highstreet,442,0.98836,USD,-0.5730687883976204,70023656.9515644,USD,51020050.97069161,USD,70848331.53058036,"Metaverso, Mercado"
ZBCN,Zebec Network,443,0.00093884,USD,9.154749447738634,67434459.60717623,USD,17353466.49530545,USD,71827424914.97617,"Pagos, DeFi, DePIN"
COREUM,Coreum,444,0.19059,USD,19.29010410134204,73337516.42832,USD,1073097.44438575,USD,384792048,Nivel 1
BEL,Bella Protocol,445,0.87879,USD,20.837859018602273,70303200,USD,58024135.93333545,USD,80000000,DeFi
ZEREBRO,Zerebro,446,0.066846,USD,15.49142531475053,65429066.67132235,USD,56741006.48760819,USD,978803019.94618,
DEGEN,Degen,447,0.0047289,USD,0.11008319749349754,67053952.4279031,USD,66862399.07408994,USD,14179608879,Memes
BNT,Bancor,448,0.58016,USD,3.6945680733551334,68585180.89027682,USD,12744939.95865193,USD,118217700.10044956,"Mercado descentralizado, DeFi"
H2O,H2O DAO,449,0.081232,USD,4.0395501933963525,67016400,USD,626838.77557462,USD,825000000,"Redes sociales, medios de comunicación y contenidos, Organización autónoma descentralizada (DAO)"
USTC,TerraClassicUSD,450,0.012173,USD,3.025680142384945,67692591.00672229,USD,31345568.41360722,USD,5560879898.687447,"Stablecoins, Stablecoins algorítmicas, Señoreaje"
NTRN,Neutron,451,0.2109,USD,2.4564299237826988,66655420.74841466,USD,12385514.57951991,USD,316052255.800923,"Plataformas de contratos inteligentes (smart contracts), Interoperabilidad, DeFi"
TON,Tokamak Network,452,1.5452,USD,-0.5214704178201247,67743814.7208,USD,8272309.17504485,USD,43841454,"Interoperabilidad, Escalables"
CBK,Cobak Token,453,0.71668,USD,4.900093753662249,65265393.733959995,USD,7887285.58061027,USD,91066297,"Pagos, Redes sociales, medios de comunicación y contenidos"
AUCTION,Bounce Token,454,9.8722,USD,6.175521617552155,65058518.6706,USD,55168854.97544222,USD,6590073,"DeFi, Metaverso, Mercado"
CYBER,Cyber,455,1.9635,USD,4.073838319541692,64099079.9295,USD,33858964.76618673,USD,32645317,"Plataformas de contratos inteligentes (smart contracts), NFT y coleccionables, Interoperabilidad, Redes sociales, medios de comunicación y contenidos, Web3"
DODO,DODO,456,0.089338,USD,7.539759036144577,64832890.737820305,USD,34260908.73190945,USD,725703404.35,"Mercado descentralizado, DeFi"
SOLV,Solv Protocol,457,0.042873,USD,0.9281507656065925,63563509.800000004,USD,196747462.83425894,USD,1482600000,
MOBILE,Helium Mobile,458,0.00070292,USD,4.783626254043503,62756697.6,USD,6066403.48799819,USD,89280000000,"Informática distribuida y almacenamiento, DePIN"
HIFI,Hifi Finance,459,0.44927,USD,5.949910385812666,63683011.71772164,USD,38626429.52773753,USD,141747750.16743082,"Concesión de préstamos y endeudamiento, DeFi, Mercado inmobiliario, Organización autónoma descentralizada (DAO)"
CLV,CLV,460,0.051043,USD,6.381692753381536,62483825.438947,USD,22711628.24890522,USD,1224140929,Interoperabilidad
QKC,QuarkChain,461,0.0088419,USD,5.403408413776682,62667944.2967685,USD,13883497.68471286,USD,7087610615,Plataformas de contratos inteligentes (smart contracts)
SWARMS,Swarms,462,0.062157,USD,30.31459731543624,62156057.07831,USD,71969261.23712717,USD,999984830,
SPA,Sperax,463,0.038617,USD,12.621698828193297,65327693.87149232,USD,99193519.37864722,USD,1691682260.96,"Stablecoins, Stablecoins algorítmicas"
DUSK,Dusk,464,0.12901,USD,4.429149797570853,61989304.9117991,USD,24372413.56470609,USD,480499999.31632507,"Privacidad, Plataformas de contratos inteligentes (smart contracts), Soluciones para empresas, Nivel 1"
RIF,Rootstock Infrastructure Framework,465,0.061765,USD,-0.9617696561673532,61765000,USD,8590609.90886344,USD,1000000000,"Informática distribuida y almacenamiento, Pagos, Web3"
TRU,TrueFi,466,0.048991,USD,4.14744584511384,61811361.01220666,USD,32271455.460198,USD,1261688085.815898,"Concesión de préstamos y endeudamiento, DeFi"
ARPA,ARPA,467,0.040074,USD,-1.1715377975089316,60895913.343790226,USD,75640815.52586615,USD,1519586598.3877385,"Privacidad, Informática distribuida y almacenamiento"
DAR,Mines of Dalarnia,468,0.092953,USD,3.5571142284569173,60221869.38205899,USD,16796311.30765002,USD,647874403,"Videojuegos, NFT y coleccionables, Metaverso"
WOLF,Landwolf 0x67,469,0.000074942,USD,34.49748743718593,67609637.63495131,USD,9393990.02696403,USD,902159505150,Memes
MBX,MARBLEX,470,0.32336,USD,1.81738007496299,60914266.761368796,USD,1797682.10706943,USD,188379103.04728106,Videojuegos
SWEAT,Sweat Economy,471,0.0087929,USD,1.0771476853395099,60631039.90493519,USD,16995517.49747482,USD,6895454276.17,"NFT y coleccionables, Moverse para ganar (move to earn), Web3"
LOOM,Loom Network,472,0.05042,USD,5.46310832025118,62668071.65593518,USD,4658757.06882477,USD,1242920897.5790398,"Escalables, Soluciones para empresas"
FX,Function X,473,0.15298,USD,1.8576469804913873,62495444.213860005,USD,1593666.45617983,USD,408520357,Interoperabilidad
AITECH,Solidus Ai Tech,474,0.055427,USD,4.650065134895312,59932287.196592994,USD,6950402.42720513,USD,1081283259,Gestión de datos e IA
HFT,Hashflow,475,0.120765,USD,7.533856022808259,60984767.33601552,USD,44636330.72612081,USD,504987101.6935,"Mercado descentralizado, Videojuegos, NFT y coleccionables, Interoperabilidad, DeFi"
NCT,PolySwarm,476,0.031494,USD,8.578422921766704,59381961.628308006,USD,7158179.77906239,USD,1885500782,"Plataformas de contratos inteligentes (smart contracts), Ciberseguridad, Web3"
CXT,Covalent X Token,477,0.06163,USD,-3.8983315141119737,59496431.029999994,USD,4525054.72481331,USD,965381000,
STG,Stargate Finance,478,0.28964,USD,8.223327474664377,59184579.231505305,USD,62539501.13826311,USD,204338417.4544445,Interoperabilidad
RARE,SuperRare,479,0.074062,USD,5.327379259343534,59479883.50823255,USD,23470904.48362023,USD,803109334.1826111,"NFT y coleccionables, Mercado, Organización autónoma descentralizada (DAO)"
NAKA,Nakamoto Games,480,0.55613,USD,3.305662339591813,57817305.78675506,USD,13711577.46794321,USD,103963651.99999112,"Videojuegos, NFT y coleccionables, Metaverso"
SEND,Suilend,481,1.2067,USD,-8.207819869161712,58790473.474700004,USD,5571138.29218954,USD,48720041,"Concesión de préstamos y endeudamiento, DeFi"
SYS,Syscoin,482,0.072753,USD,1.4459813709632385,58582674.24425562,USD,5212116.55722248,USD,805226921.8349156,"Plataformas de contratos inteligentes (smart contracts), Escalables, Soluciones para empresas, Nivel 1"
STMX,StormX,483,0.0047004,USD,6.3056748813022905,58019281.45134654,USD,20347190.05765592,USD,12343477459.651632,"Redes sociales, medios de comunicación y contenidos, Lealtad y recompensas"
SPEC,Spectral,484,4.1655,USD,19.82932015401414,58753115.35349999,USD,11675702.57576154,USD,14104697,Gestión de datos e IA
BUZZ,Hive AI,485,0.059172,USD,63.25562146502966,59164139.591520004,USD,81213471.98308457,USD,999867160,
AVA,AVA,486,0.057901,USD,19.8974422595786,57900656.64707,USD,28006539.94134097,USD,999994070,
TORN,Tornado Cash,487,11.1813,USD,2.496105562173548,58786397.12287625,USD,390336.90744673,USD,5257563.71109587,"Privacidad, Organización autónoma descentralizada (DAO)"
GUSD,Gemini Dollar,488,1,USD,0.050025012506247614,57736969.46,USD,6945260.83129811,USD,57736969.46,"Stablecoins, Stablecoins garantizadas por activos"
DIA,DIA,489,0.48432,USD,6.911547206463421,57961530.689279996,USD,24128692.23717368,USD,119676104,"Oráculos, Gestión de datos e IA, Web3"
LIT,Litentry,490,0.86724,USD,0.4002691665119678,57625852.71564,USD,124657238.79724535,USD,66447411,"Gestión de datos e IA, Identidad, DeFi, Web3"
SLERF,SLERF,491,0.11581,USD,0.12969047207331608,57904739.427499995,USD,54960512.90469342,USD,499997750,Memes
TKO,Toko Token,492,0.33972,USD,6.388575723412259,57299637.53758295,USD,6456611.83801287,USD,168667248.13841677,"Plataformas de contratos inteligentes (smart contracts), Mercado de valores centralizado"
NFP,NFPrompt,493,0.14508,USD,2.8904197145089254,57356545.94304594,USD,16075117.71459311,USD,395344264.84040487,"Gestión de datos e IA, Pagos, Redes sociales, medios de comunicación y contenidos, Web3"
WNXM,Wrapped NXM,494,57.657,USD,-3.9974038509544196,57912684.4573945,USD,10050861.32623517,USD,1004434.57788984,"Tokens anclados, Seguros, Organización autónoma descentralizada (DAO)"
MPL,Maple,495,13.46,USD,17.966695880806316,59466086.01117746,USD,2114054.76530206,USD,4417985.58775464,"Concesión de préstamos y endeudamiento, DeFi"
OGN,Origin Protocol,496,0.080466,USD,6.937245833665581,56024873.417646,USD,23067870.71076162,USD,696255231,"NFT y coleccionables, DeFi"
EUL,Euler,497,3.5036,USD,6.930965024720735,56917332.64289738,USD,1615184.53014388,USD,16245385.5014549,
DAO,DAO Maker,498,0.2903,USD,2.605805607608806,56820613.04749684,USD,7285133.96672837,USD,195730668.43781206,DeFi
XPLA,Xpla,499,0.070183,USD,-4.879172709160655,55736668.136504486,USD,641908.24824153,USD,794161949.995077,"Herramientas de desarrollo, Videojuegos, Web3"
AZERO,Aleph Zero,500,0.2034,USD,4.791344667697065,54262838.6334,USD,2580173.68574121,USD,266778951,"Privacidad, Plataformas de contratos inteligentes (smart contracts), Nivel 1"
RSS3,RSS3,501,0.081553,USD,0.3976363412532363,55041478.780745,USD,5728012.97736368,USD,674916665,"Gestión de datos e IA, Redes sociales, medios de comunicación y contenidos, Web3"
HIPPO,sudeng,502,0.005551,USD,20.29874691063609,55510000.00000001,USD,42702202.04490868,USD,10000000000,Memes
PHB,Phoenix,503,1.00726,USD,-0.7213243988963336,54209290.80368,USD,28667067.98331662,USD,53818568,"Plataformas de contratos inteligentes (smart contracts), Oráculos, Gestión de datos e IA, Soluciones para empresas, Web3, DePIN"
PRQ,PARSIQ,504,0.18258,USD,30.881720430107507,56646699.68976,USD,5602521.94703641,USD,310256872,"Plataformas de contratos inteligentes (smart contracts), Gestión de datos e IA, DeFi, Estadísticas, Web3"
SHDW,Shadow Token,505,0.31852,USD,19.519699812382743,51508613.78323548,USD,2352017.02314881,USD,161712337.6341689,"Informática distribuida y almacenamiento, DePIN"
CATI,Catizen,506,0.17051,USD,7.319989929506547,53693599,USD,48784885.10243477,USD,314900000,Videojuegos
A8,Ancient8,507,0.23177,USD,15.953560526447475,53770639.698699,USD,5783639.98438311,USD,231999998.7,
